loan_amnt,int_rate,grade,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,addr_state,dti,term_months,emp_years
17533,11.2,D,RENT,38521,Not Verified,2015-08-01,Fully Paid,debt_consolidation,TX,23.596938552810435,36,0
12343,17.2,E,RENT,80017,Verified,2016-05-01,Fully Paid,major_purchase,FL,7.482052491867233,36,5
12206,19.3,B,RENT,63541,Verified,2016-09-01,Fully Paid,debt_consolidation,MI,29.719411674711964,60,5
26980,10.5,A,RENT,59063,Source Verified,2018-11-01,Current,car,MI,25.31303829072094,36,10
10801,13.3,D,OWN,100268,Source Verified,2015-06-01,Late (16-30 days),medical,PA,10.967520785458005,60,3
24190,7.4,E,RENT,148206,Not Verified,2017-10-01,Fully Paid,car,NY,7.39215672288384,60,10
21921,8.6,D,MORTGAGE,94952,Source Verified,2017-09-01,Current,home_improvement,NC,30.11066391944992,60,10
10986,18.6,A,RENT,123054,Verified,2016-03-01,Fully Paid,debt_consolidation,FL,7.367054884736031,60,9
23225,8.6,D,RENT,69563,Verified,2015-11-01,Fully Paid,small_business,MI,7.740615960993099,60,2
34592,15.5,D,MORTGAGE,69752,Verified,2017-11-01,Charged Off,major_purchase,TX,17.82224863712946,60,10
15647,19.2,D,RENT,125233,Verified,2017-02-01,Fully Paid,medical,PA,9.043934852584313,36,2
13716,7.1,D,MORTGAGE,32567,Verified,2016-04-01,Charged Off,car,CA,32.41008792328158,36,0
28355,16.3,E,MORTGAGE,46121,Not Verified,2015-06-01,Current,debt_consolidation,PA,19.108518087897103,60,2
27009,10.1,C,RENT,31674,Not Verified,2015-09-01,Fully Paid,medical,MI,22.074529419637145,60,3
24334,24.3,A,RENT,106411,Verified,2016-12-01,Late (31-120 days),credit_card,CA,32.84318268434262,36,10
29376,14.7,C,RENT,139876,Source Verified,2015-07-01,Current,home_improvement,GA,20.907896769150454,60,10
17323,21.1,A,RENT,96275,Verified,2015-09-01,Fully Paid,credit_card,IL,15.607734378719556,60,4
9780,16.0,B,RENT,97081,Not Verified,2017-01-01,Charged Off,car,PA,28.914653174474957,36,2
33691,5.9,B,RENT,59140,Verified,2016-06-01,Fully Paid,credit_card,TX,18.28550592425632,60,5
7368,17.7,A,RENT,39327,Not Verified,2018-10-01,Late (16-30 days),credit_card,TX,14.55408276806916,60,10
17039,24.0,B,OWN,100663,Not Verified,2015-11-01,Charged Off,home_improvement,NC,26.69688375816604,60,4
11655,17.0,A,MORTGAGE,53331,Verified,2015-01-01,Fully Paid,home_improvement,NY,29.04817029839129,36,2
13173,21.4,E,OWN,53004,Verified,2018-05-01,Fully Paid,vacation,PA,28.751485027528144,36,5
9495,22.7,F,RENT,137369,Source Verified,2018-01-01,Charged Off,home_improvement,MI,34.33023242386123,36,5
15893,9.6,A,RENT,149243,Not Verified,2016-03-01,Fully Paid,medical,IL,28.60000846624888,60,7
30547,9.2,F,MORTGAGE,40492,Source Verified,2016-09-01,Fully Paid,vacation,FL,28.098003078460582,60,1
27386,17.2,C,OWN,84797,Verified,2015-11-01,Fully Paid,home_improvement,MI,30.72455761208661,36,0
27998,13.2,B,MORTGAGE,88095,Not Verified,2016-07-01,Fully Paid,credit_card,TX,5.005555858863284,60,3
30742,21.8,A,RENT,43749,Source Verified,2015-04-01,Fully Paid,small_business,GA,15.87294233563312,60,6
18403,23.0,C,MORTGAGE,93217,Source Verified,2015-10-01,Fully Paid,small_business,MI,27.128092881032664,60,10
18121,12.1,D,OWN,119044,Source Verified,2016-01-01,Fully Paid,vacation,OH,22.99157033330832,60,9
27303,9.7,D,RENT,39045,Verified,2016-09-01,Charged Off,home_improvement,TX,10.32716007894853,60,2
15966,20.6,A,OWN,50116,Verified,2016-07-01,Fully Paid,medical,PA,14.11199267265636,36,2
31558,10.5,A,OWN,48667,Verified,2018-05-01,Fully Paid,major_purchase,GA,15.103778332463204,60,4
5853,21.5,B,RENT,105057,Not Verified,2016-04-01,Fully Paid,debt_consolidation,OH,22.03484333516948,36,4
25530,13.5,B,RENT,104205,Verified,2015-04-01,Fully Paid,car,CA,29.947948893232294,60,9
33312,18.4,B,MORTGAGE,57302,Not Verified,2015-06-01,Fully Paid,medical,IL,32.9747533933304,36,2
25153,6.9,B,MORTGAGE,41283,Source Verified,2015-07-01,Fully Paid,major_purchase,TX,27.50277238560917,60,8
21958,17.5,E,RENT,60935,Source Verified,2017-10-01,Fully Paid,car,PA,30.28851170530429,36,3
32837,14.0,F,RENT,102534,Verified,2018-07-01,Current,major_purchase,OH,19.10287875354548,60,2
22532,16.7,B,RENT,124342,Source Verified,2016-01-01,Current,major_purchase,OH,16.693259588668624,36,10
27677,8.4,F,MORTGAGE,61624,Verified,2018-08-01,Current,vacation,NY,16.78125596432651,60,1
27841,19.7,B,RENT,43440,Not Verified,2015-01-01,Current,small_business,OH,23.481155850198714,36,9
28893,22.3,C,MORTGAGE,141001,Source Verified,2018-08-01,Charged Off,debt_consolidation,IL,8.72710116667427,60,10
14907,9.3,B,RENT,76501,Verified,2018-12-01,Fully Paid,major_purchase,GA,22.38482548370784,36,8
9777,6.9,C,RENT,117333,Source Verified,2017-08-01,Charged Off,home_improvement,GA,24.953985805511767,36,3
34509,5.5,G,MORTGAGE,31269,Source Verified,2017-09-01,Fully Paid,car,OH,18.167262206187164,60,2
25238,17.8,C,MORTGAGE,37868,Verified,2016-01-01,Charged Off,medical,PA,33.59501530313502,60,6
34749,17.1,B,OWN,60251,Source Verified,2018-06-01,Current,small_business,TX,23.246398171387256,36,7
20338,15.9,C,OWN,107909,Source Verified,2016-10-01,Fully Paid,car,PA,11.599984167098755,60,10
7491,9.6,A,MORTGAGE,114523,Source Verified,2016-06-01,Fully Paid,vacation,NC,19.37648772300549,36,1
32236,12.8,E,RENT,68729,Source Verified,2017-01-01,Fully Paid,home_improvement,TX,25.26213311405882,36,6
20328,16.9,C,MORTGAGE,45734,Not Verified,2015-01-01,Charged Off,home_improvement,CA,14.70887373741437,36,4
19599,14.9,B,RENT,72429,Source Verified,2015-10-01,Charged Off,major_purchase,IL,7.389248188670695,60,10
24508,24.8,C,MORTGAGE,71337,Source Verified,2015-11-01,Current,home_improvement,PA,22.50306904132655,36,4
27075,7.7,C,MORTGAGE,70325,Verified,2017-08-01,Fully Paid,debt_consolidation,NY,33.4361050585904,36,2
8051,18.9,A,RENT,113600,Not Verified,2017-03-01,Current,vacation,GA,19.552159566895213,60,4
20979,13.1,D,MORTGAGE,92514,Verified,2016-01-01,Fully Paid,home_improvement,OH,32.18327241941114,60,1
21388,13.6,B,RENT,38433,Verified,2018-03-01,Current,major_purchase,TX,30.05070765115082,60,3
26606,19.4,D,RENT,143957,Verified,2018-12-01,Fully Paid,car,OH,9.4223835090195,60,5
26699,18.8,E,OWN,39111,Not Verified,2015-12-01,Fully Paid,vacation,CA,26.245097655067124,36,0
26253,24.8,E,RENT,133986,Verified,2015-11-01,Fully Paid,home_improvement,NC,18.063965752159355,36,9
5876,7.6,C,MORTGAGE,93753,Verified,2015-08-01,Current,small_business,OH,12.507389757888106,36,3
30567,7.1,C,RENT,143783,Verified,2015-05-01,Late (16-30 days),vacation,PA,25.60815067000109,36,5
28411,19.5,A,RENT,110583,Source Verified,2018-07-01,Fully Paid,vacation,TX,27.279821559692643,60,8
9142,16.6,D,RENT,103620,Verified,2015-11-01,Fully Paid,medical,NY,10.396889562045164,36,10
20202,10.5,B,RENT,51751,Not Verified,2016-09-01,Late (31-120 days),small_business,CA,32.43334046168626,36,10
11966,6.6,C,OWN,46453,Not Verified,2016-10-01,Fully Paid,small_business,MI,27.534417318543227,60,1
12079,6.7,B,MORTGAGE,115844,Source Verified,2018-11-01,Charged Off,car,IL,33.00126497425906,36,10
12987,22.9,A,MORTGAGE,68968,Not Verified,2018-06-01,Fully Paid,credit_card,NC,14.512196562910727,36,6
11799,8.8,C,MORTGAGE,60077,Not Verified,2018-08-01,Fully Paid,medical,PA,33.18005047228961,36,5
33940,11.5,A,RENT,138582,Source Verified,2017-11-01,Current,small_business,IL,16.055529735151424,36,1
9465,9.5,D,OWN,64775,Verified,2017-07-01,Current,small_business,NY,6.619092842821752,36,7
22019,12.1,B,RENT,88144,Source Verified,2015-10-01,Fully Paid,credit_card,IL,27.889081661270698,36,6
18417,6.4,A,RENT,78570,Verified,2016-05-01,Fully Paid,car,GA,26.105244322650226,60,10
23077,15.4,C,OWN,76097,Verified,2016-01-01,Current,medical,TX,22.93732976789997,60,4
31258,6.4,A,RENT,54503,Not Verified,2016-02-01,Fully Paid,small_business,IL,19.69681233152522,36,4
26136,21.0,B,RENT,32779,Source Verified,2018-09-01,Current,major_purchase,PA,5.964958109678942,36,6
13311,9.7,D,MORTGAGE,116840,Not Verified,2015-09-01,Fully Paid,car,MI,23.73791754560463,60,8
22214,15.8,A,OWN,30755,Not Verified,2018-10-01,Fully Paid,medical,GA,17.50503845668381,36,10
19098,22.6,E,OWN,69263,Verified,2018-03-01,Late (31-120 days),small_business,GA,21.80628208222835,36,8
33251,18.0,A,RENT,138491,Not Verified,2015-06-01,Charged Off,small_business,IL,17.879640259029088,36,8
10177,15.7,B,RENT,85087,Source Verified,2016-06-01,Fully Paid,credit_card,NC,33.98168398295597,60,5
19262,11.5,D,MORTGAGE,72281,Not Verified,2016-03-01,Charged Off,medical,FL,23.123267034525416,36,9
30945,11.7,B,RENT,81482,Not Verified,2018-01-01,Fully Paid,major_purchase,NC,27.47708991807401,60,5
30316,18.4,A,OWN,84857,Verified,2016-04-01,Fully Paid,car,OH,33.0904084241325,36,2
13308,24.9,B,RENT,47400,Source Verified,2016-12-01,Late (16-30 days),home_improvement,PA,22.74797968750219,60,0
10949,18.2,B,OWN,70115,Not Verified,2018-11-01,Current,debt_consolidation,FL,5.361875534672023,60,6
24222,16.2,E,RENT,44249,Verified,2016-10-01,Charged Off,major_purchase,TX,6.028750349316271,36,3
6150,19.6,B,MORTGAGE,143183,Not Verified,2017-07-01,Fully Paid,home_improvement,GA,26.070153023055852,60,0
28944,14.3,D,MORTGAGE,76825,Source Verified,2018-11-01,Fully Paid,major_purchase,PA,13.372554084538503,36,7
6931,6.2,E,MORTGAGE,140361,Not Verified,2017-04-01,Fully Paid,medical,NY,22.381391820438463,60,5
14204,16.2,B,RENT,54600,Not Verified,2015-01-01,Fully Paid,home_improvement,OH,11.068315432720068,36,5
23048,24.2,F,MORTGAGE,67706,Verified,2015-02-01,Current,medical,MI,13.107466251851424,36,1
6081,8.5,B,OWN,49222,Not Verified,2018-10-01,Fully Paid,home_improvement,OH,20.139231678442258,60,0
34305,18.8,F,RENT,129041,Verified,2015-08-01,Current,major_purchase,PA,34.267083900682465,36,1
21896,9.0,A,MORTGAGE,134504,Source Verified,2015-07-01,Fully Paid,credit_card,TX,23.488114676275742,36,3
32425,15.7,D,RENT,71139,Not Verified,2016-09-01,Fully Paid,major_purchase,GA,33.0844431353907,60,1
18407,6.9,C,RENT,144919,Source Verified,2016-12-01,Fully Paid,medical,CA,33.781395631608426,36,0
12805,14.0,B,MORTGAGE,146605,Source Verified,2017-06-01,Fully Paid,major_purchase,CA,11.243299892615225,36,6
10237,20.1,C,RENT,71302,Not Verified,2017-03-01,Fully Paid,vacation,PA,14.335808074068334,60,10
21943,12.0,D,OWN,124684,Verified,2017-06-01,Late (16-30 days),vacation,IL,28.099768436561124,60,10
25056,18.3,A,RENT,117838,Source Verified,2017-08-01,Fully Paid,home_improvement,NC,31.00292006874032,36,7
17775,20.9,A,MORTGAGE,98159,Source Verified,2017-11-01,Late (31-120 days),vacation,OH,20.576802325685836,36,5
28788,23.5,D,MORTGAGE,38646,Not Verified,2018-04-01,Fully Paid,debt_consolidation,TX,34.79678201841648,60,3
21244,9.7,D,MORTGAGE,43543,Not Verified,2016-10-01,Late (16-30 days),home_improvement,OH,5.347165962658108,60,5
18184,13.0,F,RENT,124496,Not Verified,2016-09-01,Fully Paid,vacation,NY,13.987779667556469,36,2
8343,8.0,D,RENT,52785,Not Verified,2017-02-01,Late (31-120 days),small_business,CA,23.6948526123374,60,7
18500,24.8,F,OWN,108353,Not Verified,2016-02-01,Fully Paid,major_purchase,GA,19.078697328124484,36,9
25454,23.5,D,RENT,61406,Not Verified,2015-04-01,Current,car,NY,8.498088992864023,36,1
34375,15.8,B,RENT,118992,Verified,2016-08-01,Late (31-120 days),major_purchase,GA,16.033612564416906,36,4
14662,21.8,A,OWN,81428,Source Verified,2018-08-01,Fully Paid,vacation,OH,5.763414298851171,36,0
21964,15.4,D,OWN,53777,Verified,2017-02-01,Fully Paid,credit_card,TX,24.282381382258382,36,5
20125,17.5,C,MORTGAGE,87939,Verified,2017-10-01,Fully Paid,medical,CA,31.782276289890657,60,1
28388,6.8,A,RENT,83026,Not Verified,2016-06-01,Late (31-120 days),car,OH,31.546223713503768,60,3
31870,20.1,B,RENT,116450,Source Verified,2015-10-01,Fully Paid,home_improvement,CA,25.986334212966398,60,5
13130,7.6,F,RENT,59553,Verified,2015-11-01,Fully Paid,credit_card,PA,18.97310586493783,60,9
24531,21.5,C,MORTGAGE,53548,Not Verified,2018-02-01,Fully Paid,major_purchase,MI,20.36094856074469,36,10
25633,20.6,B,MORTGAGE,93221,Not Verified,2017-01-01,Fully Paid,vacation,MI,9.107564719869888,36,7
6679,19.2,C,MORTGAGE,67265,Source Verified,2015-02-01,Current,home_improvement,GA,15.230512793576091,36,7
8506,5.7,B,MORTGAGE,70701,Verified,2015-04-01,Fully Paid,home_improvement,OH,10.631842264948208,36,10
18284,11.1,B,OWN,81287,Verified,2015-07-01,Charged Off,small_business,FL,29.63600610049864,60,5
12253,10.3,B,OWN,36727,Verified,2018-08-01,Late (31-120 days),small_business,CA,32.44261704013879,36,3
24128,12.2,A,RENT,140460,Not Verified,2016-12-01,Fully Paid,vacation,CA,21.10769784260351,36,7
32932,6.8,D,OWN,80717,Source Verified,2016-04-01,Charged Off,vacation,FL,26.83292121538832,60,7
33621,23.7,B,OWN,62427,Source Verified,2016-01-01,Fully Paid,debt_consolidation,IL,8.643943127213824,60,9
14435,16.1,E,OWN,46692,Verified,2018-01-01,Charged Off,small_business,OH,23.25603929831715,60,0
26572,11.1,E,MORTGAGE,61625,Not Verified,2015-04-01,Fully Paid,medical,FL,26.08373064133538,60,3
16310,12.9,B,MORTGAGE,54918,Verified,2018-11-01,Current,car,MI,18.583043885342025,36,3
18296,13.9,D,MORTGAGE,136931,Source Verified,2017-12-01,Fully Paid,home_improvement,CA,12.298192534120956,36,6
23525,17.0,C,MORTGAGE,71136,Not Verified,2015-07-01,Fully Paid,small_business,MI,31.321235616241744,60,10
18245,15.3,E,MORTGAGE,144826,Verified,2015-08-01,Fully Paid,vacation,OH,27.28726159861167,36,6
32635,23.4,B,RENT,144881,Verified,2016-08-01,Fully Paid,debt_consolidation,TX,31.99571845547585,36,10
34124,14.9,D,RENT,82409,Not Verified,2016-10-01,Current,vacation,TX,29.552079424934703,36,7
34899,24.8,C,MORTGAGE,45577,Source Verified,2016-06-01,Fully Paid,vacation,GA,34.71123288736588,60,10
16151,22.0,B,MORTGAGE,115155,Not Verified,2015-01-01,Charged Off,vacation,MI,10.76518199643347,36,4
15457,9.2,A,RENT,141776,Verified,2017-11-01,Fully Paid,major_purchase,MI,7.6024330341192226,60,6
28001,23.6,D,MORTGAGE,129246,Verified,2017-03-01,Charged Off,car,MI,15.110083740117757,36,7
7479,7.3,D,RENT,132924,Verified,2015-05-01,Fully Paid,small_business,IL,8.870125250697766,36,8
27868,21.3,B,RENT,111731,Verified,2016-10-01,Fully Paid,home_improvement,MI,20.69390338718673,36,2
34222,12.6,C,MORTGAGE,57689,Source Verified,2016-07-01,Fully Paid,major_purchase,TX,23.990867162232277,60,2
31211,22.6,B,RENT,41154,Source Verified,2015-12-01,Current,vacation,IL,22.34865845520211,36,3
34984,22.4,D,RENT,134657,Verified,2017-11-01,Fully Paid,medical,GA,12.777204061708105,60,4
28805,21.1,A,RENT,124948,Source Verified,2016-04-01,Current,home_improvement,PA,32.264720929063905,60,9
31333,20.8,E,MORTGAGE,51341,Source Verified,2016-11-01,Current,major_purchase,NY,5.635170912061353,60,0
9452,11.1,B,OWN,127554,Source Verified,2017-12-01,Fully Paid,medical,GA,15.440400612904789,36,6
31646,6.6,B,MORTGAGE,104681,Verified,2016-10-01,Charged Off,medical,NC,26.56977426194183,36,8
10881,13.1,A,OWN,137798,Not Verified,2018-10-01,Fully Paid,car,IL,28.007867790474783,36,7
28049,8.5,A,RENT,76330,Not Verified,2017-10-01,Fully Paid,home_improvement,TX,17.4835563329558,36,4
19069,18.9,C,MORTGAGE,148069,Not Verified,2018-01-01,Current,small_business,TX,5.5072943976910125,60,3
7849,11.9,B,RENT,117759,Verified,2016-10-01,Charged Off,small_business,OH,23.54131037371212,60,6
32827,24.5,E,MORTGAGE,98416,Source Verified,2015-02-01,Charged Off,debt_consolidation,CA,6.892840435496471,60,4
12390,17.8,A,OWN,116807,Source Verified,2017-08-01,Fully Paid,major_purchase,MI,8.235673284605435,36,6
28289,21.4,B,MORTGAGE,63313,Verified,2018-07-01,Fully Paid,debt_consolidation,TX,24.5075215893857,60,0
16922,7.7,B,RENT,76900,Verified,2015-11-01,Fully Paid,credit_card,MI,14.374649784285644,36,0
7489,22.2,A,OWN,108840,Not Verified,2016-06-01,Current,small_business,FL,15.440904581247588,60,9
14823,23.5,A,RENT,64695,Not Verified,2015-01-01,Fully Paid,major_purchase,CA,19.604212309497303,36,2
32392,14.7,B,RENT,60225,Verified,2018-09-01,Current,car,FL,34.35735184578122,36,10
14207,17.1,C,MORTGAGE,116072,Not Verified,2017-05-01,Fully Paid,debt_consolidation,MI,33.96326662216131,60,1
14540,20.3,B,RENT,126367,Source Verified,2018-04-01,Fully Paid,car,IL,17.487829980802253,60,1
21364,8.5,C,OWN,79156,Verified,2015-08-01,Fully Paid,car,NC,12.964976516548465,60,6
9611,15.1,C,RENT,107209,Verified,2015-04-01,Fully Paid,vacation,CA,14.077764579923471,60,9
32663,13.0,A,RENT,117453,Source Verified,2018-09-01,Fully Paid,vacation,IL,13.063438944848125,36,1
24223,7.9,C,MORTGAGE,57829,Source Verified,2016-06-01,Current,car,TX,20.96737421425342,60,10
29911,12.4,F,OWN,110908,Source Verified,2016-12-01,Current,debt_consolidation,NC,23.205794234027856,60,3
10878,6.4,C,MORTGAGE,55938,Not Verified,2017-11-01,Fully Paid,vacation,PA,19.66338164688998,60,1
34168,5.5,D,MORTGAGE,89164,Verified,2016-09-01,Fully Paid,credit_card,TX,17.23983086744457,36,5
21347,7.7,B,MORTGAGE,84530,Not Verified,2018-03-01,Fully Paid,medical,NY,11.338551127098134,36,7
30471,24.3,D,RENT,98199,Source Verified,2018-07-01,Current,medical,GA,19.4751677414634,60,9
27687,16.0,D,MORTGAGE,90282,Not Verified,2018-05-01,Fully Paid,vacation,CA,15.23308141407374,36,3
33122,24.3,C,MORTGAGE,77801,Source Verified,2017-01-01,Late (31-120 days),debt_consolidation,NY,21.247863883950288,60,4
5851,13.6,G,MORTGAGE,39465,Not Verified,2017-05-01,Fully Paid,medical,MI,25.25568246534872,36,3
23071,11.2,A,OWN,33326,Not Verified,2016-03-01,Fully Paid,home_improvement,CA,23.99936523309832,36,2
31507,15.1,A,MORTGAGE,33659,Source Verified,2015-05-01,Late (31-120 days),medical,GA,18.8747063121678,36,4
11833,13.8,D,MORTGAGE,90289,Not Verified,2018-01-01,Fully Paid,small_business,CA,21.681572728398827,36,8
16938,7.1,E,MORTGAGE,57594,Verified,2016-10-01,Fully Paid,debt_consolidation,IL,13.54568392882279,60,7
7427,17.8,A,RENT,145819,Not Verified,2015-08-01,Fully Paid,vacation,FL,5.727207770671691,60,7
31144,9.3,B,RENT,34763,Not Verified,2016-01-01,Fully Paid,vacation,OH,23.750583625043124,60,7
9000,17.4,A,MORTGAGE,118657,Verified,2018-04-01,Fully Paid,medical,IL,12.577056774130607,36,7
10052,18.0,B,RENT,40828,Source Verified,2017-02-01,Charged Off,debt_consolidation,GA,25.06861130204824,60,6
7738,8.0,D,MORTGAGE,77588,Verified,2016-09-01,Current,credit_card,CA,27.410254987908782,60,7
33074,6.2,C,RENT,41221,Not Verified,2018-08-01,Fully Paid,home_improvement,IL,32.47783238311344,60,10
27116,20.6,B,OWN,41211,Source Verified,2015-04-01,Late (31-120 days),vacation,FL,33.74368386438839,36,7
10387,14.2,B,RENT,43569,Not Verified,2015-04-01,Fully Paid,debt_consolidation,NY,5.315781389291043,36,7
13002,6.2,A,RENT,126894,Not Verified,2015-09-01,Fully Paid,vacation,IL,34.711226280639124,36,9
10536,24.9,B,MORTGAGE,67860,Verified,2015-02-01,Fully Paid,vacation,MI,25.490549554824828,60,6
18479,6.2,C,MORTGAGE,101558,Verified,2018-11-01,Fully Paid,small_business,NY,24.30572481122568,60,0
8913,18.9,G,MORTGAGE,75337,Source Verified,2018-02-01,Fully Paid,medical,GA,5.456392855860663,60,3
22450,24.7,E,OWN,82311,Source Verified,2016-01-01,Late (16-30 days),small_business,NY,30.837002356602127,36,3
29107,9.8,A,MORTGAGE,43515,Source Verified,2015-03-01,Fully Paid,medical,CA,9.364743417434791,36,4
25764,7.8,E,MORTGAGE,101695,Not Verified,2017-12-01,Fully Paid,vacation,NC,30.11990461799123,60,9
15636,7.4,D,OWN,141527,Verified,2017-09-01,Fully Paid,debt_consolidation,NC,5.46687638776148,36,5
25491,11.1,D,RENT,136749,Verified,2015-10-01,Current,car,PA,24.37892787497484,36,3
10726,7.0,C,MORTGAGE,117227,Verified,2015-10-01,Current,medical,MI,18.044046013094835,36,1
8373,18.8,B,MORTGAGE,54904,Source Verified,2018-09-01,Fully Paid,car,CA,11.023001871780052,36,5
17161,6.2,B,MORTGAGE,89935,Verified,2015-03-01,Fully Paid,home_improvement,GA,8.226841753113023,60,7
32122,15.2,A,RENT,73790,Verified,2015-05-01,Fully Paid,small_business,TX,18.203830896389796,36,7
30329,24.9,B,MORTGAGE,98580,Verified,2016-10-01,Fully Paid,car,NC,8.699174159642743,36,6
7082,21.3,B,OWN,105148,Source Verified,2017-09-01,Fully Paid,small_business,GA,19.593398350731427,36,5
32350,17.3,C,OWN,35636,Verified,2018-07-01,Fully Paid,medical,NY,23.756511759585567,36,1
32472,11.1,D,RENT,107129,Source Verified,2018-07-01,Fully Paid,medical,IL,29.821525808220745,60,6
33761,17.5,C,OWN,144483,Verified,2017-09-01,Fully Paid,home_improvement,NC,25.359483115486,60,10
30351,15.5,A,RENT,32892,Verified,2016-09-01,Fully Paid,medical,CA,6.955993001184514,36,4
28132,13.5,F,RENT,51672,Verified,2016-07-01,Late (31-120 days),vacation,NC,14.222975976435116,36,5
21281,7.6,F,MORTGAGE,35812,Source Verified,2018-09-01,Late (31-120 days),home_improvement,FL,13.639358237975012,36,9
20305,22.7,D,MORTGAGE,126621,Source Verified,2015-01-01,Fully Paid,car,FL,32.450972704132525,36,7
14817,14.0,G,OWN,30654,Verified,2018-03-01,Fully Paid,medical,FL,31.033461331782902,36,7
16261,8.9,C,MORTGAGE,84633,Not Verified,2015-06-01,Fully Paid,debt_consolidation,MI,16.104437550512507,36,2
5417,12.4,F,RENT,47143,Source Verified,2015-02-01,Fully Paid,major_purchase,NC,7.134657676477433,60,6
29690,13.3,A,RENT,85934,Source Verified,2016-10-01,Current,credit_card,PA,31.823219534142,36,0
13808,21.6,B,MORTGAGE,97334,Verified,2018-04-01,Fully Paid,vacation,GA,31.64569858892562,60,0
25358,19.7,B,RENT,133463,Not Verified,2017-05-01,Current,major_purchase,FL,30.64238396092175,60,6
8267,20.4,A,RENT,59087,Verified,2016-08-01,Late (31-120 days),major_purchase,NY,30.352449132065047,36,9
22209,5.2,A,RENT,41618,Source Verified,2018-04-01,Fully Paid,small_business,CA,19.40762003258464,60,8
29052,13.3,C,RENT,38446,Source Verified,2018-05-01,Fully Paid,vacation,MI,10.322949567487946,60,6
10745,14.6,D,MORTGAGE,117182,Verified,2016-04-01,Fully Paid,vacation,OH,19.32464151387283,60,9
31092,5.4,C,RENT,132127,Verified,2018-06-01,Fully Paid,home_improvement,FL,19.837933120083942,60,4
16338,10.2,A,OWN,78867,Not Verified,2018-03-01,Fully Paid,small_business,GA,19.69795259734582,60,7
5412,20.2,E,RENT,81028,Not Verified,2016-06-01,Fully Paid,car,NY,21.16317758345349,60,1
12543,7.7,C,MORTGAGE,90101,Source Verified,2015-05-01,Current,credit_card,CA,12.729710689734652,36,8
12587,15.7,B,RENT,57200,Not Verified,2016-02-01,Fully Paid,car,IL,15.98723543400845,60,5
5728,9.3,D,MORTGAGE,125107,Not Verified,2017-10-01,Fully Paid,debt_consolidation,TX,18.025597758904084,60,8
32924,5.2,B,OWN,118074,Source Verified,2015-02-01,Charged Off,credit_card,NY,8.933636285494995,60,1
28548,9.8,B,RENT,136091,Source Verified,2015-07-01,Charged Off,small_business,PA,18.660924036845014,36,2
32384,24.5,F,OWN,91465,Source Verified,2017-01-01,Fully Paid,medical,NY,29.31408851208779,60,7
30251,21.0,B,RENT,139500,Source Verified,2018-04-01,Current,medical,NY,29.841786281986288,36,0
16657,24.2,C,OWN,116436,Verified,2016-04-01,Fully Paid,small_business,PA,17.34691315703091,60,9
10988,14.8,E,RENT,148422,Source Verified,2015-07-01,Fully Paid,car,IL,20.564249362530603,36,6
23888,7.2,D,MORTGAGE,117892,Source Verified,2018-02-01,Fully Paid,small_business,MI,6.009509964051699,36,6
7967,16.0,A,RENT,118559,Source Verified,2016-01-01,Fully Paid,small_business,NC,25.232976694057907,60,0
19527,14.1,A,MORTGAGE,69148,Not Verified,2015-07-01,Current,major_purchase,CA,17.13817648840589,60,8
24170,21.9,A,RENT,112928,Source Verified,2016-10-01,Charged Off,debt_consolidation,NY,18.36433049250037,36,7
21048,7.0,C,RENT,50698,Verified,2015-04-01,Current,vacation,NY,31.210181815392943,60,3
22506,14.8,B,OWN,72470,Verified,2015-01-01,Fully Paid,medical,PA,18.85503303681825,36,9
25463,8.0,A,MORTGAGE,122071,Source Verified,2018-01-01,Fully Paid,major_purchase,GA,5.635767386835583,36,10
22955,11.5,F,RENT,81660,Verified,2018-07-01,Fully Paid,small_business,NY,11.824726726071871,36,4
10073,19.7,C,RENT,83910,Not Verified,2015-11-01,Fully Paid,home_improvement,NY,19.26861842924777,36,1
10104,14.5,B,RENT,65450,Source Verified,2016-01-01,Charged Off,major_purchase,PA,17.731888782456075,36,8
7143,12.5,C,RENT,86463,Verified,2018-11-01,Current,small_business,GA,30.81110411841442,60,5
31263,12.9,D,RENT,63757,Verified,2018-10-01,Fully Paid,medical,PA,21.264125279185,36,2
28190,14.2,A,OWN,108012,Source Verified,2015-03-01,Fully Paid,vacation,MI,25.68907225745363,36,6
12357,20.7,B,RENT,136750,Verified,2018-11-01,Fully Paid,small_business,NY,19.079698911304103,60,8
33708,22.8,E,RENT,100247,Source Verified,2017-01-01,Fully Paid,debt_consolidation,FL,18.189672021774943,36,2
17043,24.1,C,MORTGAGE,102015,Verified,2016-09-01,Fully Paid,car,CA,18.388600054230537,60,1
8440,20.7,C,RENT,61390,Not Verified,2015-08-01,Fully Paid,credit_card,GA,17.327647090815166,60,6
25150,11.3,B,RENT,86116,Verified,2016-11-01,Fully Paid,major_purchase,FL,21.157501575626103,60,6
10644,18.8,A,RENT,43161,Verified,2016-05-01,Fully Paid,major_purchase,PA,12.513302052608111,36,3
15518,13.8,A,MORTGAGE,62152,Source Verified,2017-01-01,Fully Paid,major_purchase,NY,31.731655815254623,36,10
19552,10.1,B,RENT,110171,Verified,2018-04-01,Fully Paid,small_business,PA,14.992566442816187,36,8
7914,21.8,B,OWN,136379,Source Verified,2016-09-01,Charged Off,vacation,NC,9.425715025320404,60,7
