loan_amnt,term,int_rate,grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,addr_state,dti
23589, 36 months,7.4%,E,< 1 year,RENT,88754,Not Verified,Oct-2017,Current,home_improvement,OH,10.411624279031386
15716, 36 months,15.9%,F,5 years,MORTGAGE,93580,Verified,Jun-2016,Late (31-120 days),vacation,IL,21.575104287846315
22453, 60 months,5.1%,A,8 years,OWN,52469,Verified,Nov-2015,Fully Paid,medical,IL,11.464082982476338
8444, 36 months,11.5%,C,2 years,RENT,94016,Not Verified,Feb-2018,Current,credit_card,CA,11.010525543452179
15757, 60 months,12.3%,G,5 years,MORTGAGE,76233,Not Verified,May-2015,Fully Paid,small_business,GA,34.715957152514534
19434, 36 months,12.9%,C,2 years,RENT,132804,Not Verified,Aug-2018,Fully Paid,debt_consolidation,FL,29.052422505372824
6060, 36 months,18.9%,E,< 1 year,MORTGAGE,96708,Verified,Jun-2018,Fully Paid,medical,MI,27.44830460763126
23711, 36 months,12.8%,C,4 years,MORTGAGE,88232,Not Verified,May-2018,Fully Paid,vacation,IL,28.821818776482647
8420, 36 months,14.0%,B,9 years,MORTGAGE,123450,Not Verified,Mar-2017,Current,medical,TX,34.067686211562275
5301, 36 months,9.8%,B,10+ years,MORTGAGE,116437,Verified,Feb-2015,Fully Paid,car,CA,22.198300662596104
17468, 36 months,12.5%,B,3 years,RENT,136311,Source Verified,Mar-2018,Fully Paid,major_purchase,NC,11.607316322085817
21990, 36 months,9.5%,D,6 years,MORTGAGE,64409,Source Verified,Mar-2017,Fully Paid,vacation,TX,30.86628922259717
24554, 60 months,6.5%,B,5 years,OWN,145159,Not Verified,Jun-2018,Current,medical,PA,27.281921883622704
5699, 60 months,17.1%,C,9 years,MORTGAGE,49324,Source Verified,Aug-2018,Late (31-120 days),credit_card,CA,17.429249370025193
26472, 60 months,18.4%,C,6 years,MORTGAGE,38738,Source Verified,Feb-2018,Current,major_purchase,CA,19.207084957239392
30715, 60 months,17.4%,C,4 years,MORTGAGE,133030,Source Verified,Nov-2017,Charged Off,small_business,NC,17.337571954366073
5190, 60 months,14.3%,E,3 years,MORTGAGE,140093,Source Verified,Jan-2015,Fully Paid,car,FL,32.898264806870124
15492, 36 months,12.6%,G,6 years,RENT,54054,Not Verified,Dec-2015,Fully Paid,vacation,NC,15.305948344948824
22364, 36 months,22.3%,B,6 years,MORTGAGE,59709,Source Verified,Oct-2017,Fully Paid,home_improvement,IL,33.90452835968517
7975, 60 months,15.4%,E,5 years,MORTGAGE,139321,Source Verified,Jul-2015,Fully Paid,major_purchase,OH,32.3081531376185
11102, 36 months,14.6%,D,7 years,MORTGAGE,115643,Verified,Jan-2018,Charged Off,debt_consolidation,CA,23.9156342674452
22568, 60 months,5.5%,C,3 years,MORTGAGE,30363,Not Verified,May-2015,Fully Paid,credit_card,PA,22.394653193002238
24711, 60 months,11.8%,F,9 years,RENT,40358,Verified,Apr-2018,Current,vacation,GA,16.102678402099126
24778, 36 months,12.6%,B,4 years,RENT,131613,Verified,Jul-2015,Fully Paid,debt_consolidation,CA,5.550151670319496
29703, 36 months,13.0%,A,3 years,OWN,145233,Not Verified,Jul-2017,Fully Paid,major_purchase,NC,8.828695587132598
31641, 36 months,16.6%,E,< 1 year,MORTGAGE,33240,Source Verified,Oct-2015,Fully Paid,vacation,NY,27.62693970048646
6816, 60 months,15.7%,B,7 years,RENT,102201,Verified,Jul-2015,Current,car,CA,19.146203797644958
27238, 36 months,17.2%,E,< 1 year,OWN,75689,Not Verified,Jul-2016,Current,home_improvement,CA,9.495144025639043
28093, 60 months,20.3%,E,4 years,RENT,31936,Source Verified,Aug-2017,Current,home_improvement,PA,12.91882562395613
5569, 60 months,21.3%,A,5 years,MORTGAGE,142272,Not Verified,Sep-2018,Fully Paid,debt_consolidation,PA,33.435106995409996
10442, 60 months,19.4%,E,5 years,OWN,121074,Verified,Mar-2017,Late (16-30 days),small_business,CA,16.013985059307952
6895, 36 months,24.1%,B,4 years,RENT,73965,Source Verified,Apr-2018,Fully Paid,small_business,NY,32.2304583565746
24117, 36 months,5.4%,C,2 years,RENT,107534,Source Verified,Dec-2015,Fully Paid,car,OH,14.139074968807302
8863, 60 months,8.9%,C,4 years,RENT,30882,Not Verified,Jul-2017,Late (16-30 days),home_improvement,MI,21.296602831014827
17913, 36 months,5.2%,F,7 years,OWN,50224,Source Verified,Oct-2015,Fully Paid,debt_consolidation,NY,5.614312500865937
12455, 36 months,17.9%,A,1 year,RENT,135227,Verified,Jul-2018,Charged Off,debt_consolidation,NY,20.65625331120731
9014, 36 months,23.0%,C,5 years,RENT,149299,Verified,Jan-2018,Fully Paid,vacation,NY,24.10826031831891
16093, 60 months,9.9%,D,8 years,MORTGAGE,142012,Verified,Feb-2017,Fully Paid,vacation,OH,12.029152980115338
23070, 60 months,23.5%,D,7 years,MORTGAGE,60825,Not Verified,Nov-2017,Late (31-120 days),debt_consolidation,FL,22.36811528616071
8009, 36 months,6.2%,D,10+ years,OWN,100740,Source Verified,Feb-2017,Fully Paid,vacation,FL,24.415033161529564
29190, 60 months,23.7%,A,7 years,MORTGAGE,58885,Source Verified,Sep-2017,Charged Off,major_purchase,NY,25.606582351452694
21538, 36 months,12.0%,B,7 years,RENT,70056,Source Verified,Feb-2017,Fully Paid,vacation,MI,28.292099660663094
15729, 36 months,7.0%,B,6 years,MORTGAGE,33203,Verified,Apr-2017,Charged Off,car,NC,14.340177287882495
6409, 36 months,14.7%,E,7 years,MORTGAGE,90241,Source Verified,Feb-2015,Fully Paid,small_business,TX,22.033308692956346
17249, 36 months,10.1%,B,5 years,OWN,32244,Verified,Jul-2015,Fully Paid,small_business,FL,34.44737089293783
5784, 60 months,10.7%,B,1 year,RENT,128322,Source Verified,May-2015,Fully Paid,major_purchase,GA,31.944325119954716
32751, 60 months,11.1%,F,1 year,OWN,145329,Verified,May-2018,Fully Paid,credit_card,PA,33.57996284295099
13096, 60 months,21.1%,A,7 years,OWN,98619,Source Verified,Dec-2017,Late (31-120 days),major_purchase,OH,16.58409195585714
12560, 36 months,15.8%,G,10+ years,MORTGAGE,51584,Not Verified,Jul-2016,Fully Paid,car,OH,28.607843176899852
17533, 36 months,11.2%,D,< 1 year,RENT,38521,Not Verified,Aug-2015,Fully Paid,debt_consolidation,TX,23.596938552810435
12343, 36 months,17.2%,E,5 years,RENT,80017,Verified,May-2016,Fully Paid,major_purchase,FL,7.482052491867233
12206, 60 months,19.3%,B,5 years,RENT,63541,Verified,Sep-2016,Fully Paid,debt_consolidation,MI,29.719411674711964
26980, 36 months,10.5%,A,10+ years,RENT,59063,Source Verified,Nov-2018,Current,car,MI,25.31303829072094
10801, 60 months,13.3%,D,3 years,OWN,100268,Source Verified,Jun-2015,Late (16-30 days),medical,PA,10.967520785458003
24190, 60 months,7.4%,E,10+ years,RENT,148206,Not Verified,Oct-2017,Fully Paid,car,NY,7.39215672288384
21921, 60 months,8.6%,D,10+ years,MORTGAGE,94952,Source Verified,Sep-2017,Current,home_improvement,NC,30.11066391944992
10986, 60 months,18.6%,A,9 years,RENT,123054,Verified,Mar-2016,Fully Paid,debt_consolidation,FL,7.3670548847360315
23225, 60 months,8.6%,D,2 years,RENT,69563,Verified,Nov-2015,Fully Paid,small_business,MI,7.740615960993099
34592, 60 months,15.5%,D,10+ years,MORTGAGE,69752,Verified,Nov-2017,Charged Off,major_purchase,TX,17.82224863712946
15647, 36 months,19.2%,D,2 years,RENT,125233,Verified,Feb-2017,Fully Paid,medical,PA,9.043934852584313
13716, 36 months,7.1%,D,< 1 year,MORTGAGE,32567,Verified,Apr-2016,Charged Off,car,CA,32.41008792328158
28355, 60 months,16.3%,E,2 years,MORTGAGE,46121,Not Verified,Jun-2015,Current,debt_consolidation,PA,19.108518087897103
27009, 60 months,10.1%,C,3 years,RENT,31674,Not Verified,Sep-2015,Fully Paid,medical,MI,22.074529419637145
24334, 36 months,24.3%,A,10+ years,RENT,106411,Verified,Dec-2016,Late (31-120 days),credit_card,CA,32.84318268434262
29376, 60 months,14.7%,C,10+ years,RENT,139876,Source Verified,Jul-2015,Current,home_improvement,GA,20.907896769150458
17323, 60 months,21.1%,A,4 years,RENT,96275,Verified,Sep-2015,Fully Paid,credit_card,IL,15.607734378719556
9780, 36 months,16.0%,B,2 years,RENT,97081,Not Verified,Jan-2017,Charged Off,car,PA,28.914653174474953
33691, 60 months,5.9%,B,5 years,RENT,59140,Verified,Jun-2016,Fully Paid,credit_card,TX,18.28550592425632
7368, 60 months,17.7%,A,10+ years,RENT,39327,Not Verified,Oct-2018,Late (16-30 days),credit_card,TX,14.554082768069161
17039, 60 months,24.0%,B,4 years,OWN,100663,Not Verified,Nov-2015,Charged Off,home_improvement,NC,26.696883758166038
11655, 36 months,17.0%,A,2 years,MORTGAGE,53331,Verified,Jan-2015,Fully Paid,home_improvement,NY,29.04817029839129
13173, 36 months,21.4%,E,5 years,OWN,53004,Verified,May-2018,Fully Paid,vacation,PA,28.751485027528144
9495, 36 months,22.7%,F,5 years,RENT,137369,Source Verified,Jan-2018,Charged Off,home_improvement,MI,34.33023242386123
15893, 60 months,9.6%,A,7 years,RENT,149243,Not Verified,Mar-2016,Fully Paid,medical,IL,28.60000846624888
30547, 60 months,9.2%,F,1 year,MORTGAGE,40492,Source Verified,Sep-2016,Fully Paid,vacation,FL,28.098003078460586
27386, 36 months,17.2%,C,< 1 year,OWN,84797,Verified,Nov-2015,Fully Paid,home_improvement,MI,30.724557612086606
27998, 60 months,13.2%,B,3 years,MORTGAGE,88095,Not Verified,Jul-2016,Fully Paid,credit_card,TX,5.005555858863284
30742, 60 months,21.8%,A,6 years,RENT,43749,Source Verified,Apr-2015,Fully Paid,small_business,GA,15.87294233563312
18403, 60 months,23.0%,C,10+ years,MORTGAGE,93217,Source Verified,Oct-2015,Fully Paid,small_business,MI,27.128092881032664
18121, 60 months,12.1%,D,9 years,OWN,119044,Source Verified,Jan-2016,Fully Paid,vacation,OH,22.99157033330832
27303, 60 months,9.7%,D,2 years,RENT,39045,Verified,Sep-2016,Charged Off,home_improvement,TX,10.32716007894853
15966, 36 months,20.6%,A,2 years,OWN,50116,Verified,Jul-2016,Fully Paid,medical,PA,14.11199267265636
31558, 60 months,10.5%,A,4 years,OWN,48667,Verified,May-2018,Fully Paid,major_purchase,GA,15.103778332463204
5853, 36 months,21.5%,B,4 years,RENT,105057,Not Verified,Apr-2016,Fully Paid,debt_consolidation,OH,22.03484333516948
25530, 60 months,13.5%,B,9 years,RENT,104205,Verified,Apr-2015,Fully Paid,car,CA,29.947948893232294
33312, 36 months,18.4%,B,2 years,MORTGAGE,57302,Not Verified,Jun-2015,Fully Paid,medical,IL,32.974753393330396
25153, 60 months,6.9%,B,8 years,MORTGAGE,41283,Source Verified,Jul-2015,Fully Paid,major_purchase,TX,27.50277238560917
21958, 36 months,17.5%,E,3 years,RENT,60935,Source Verified,Oct-2017,Fully Paid,car,PA,30.288511705304295
32837, 60 months,14.0%,F,2 years,RENT,102534,Verified,Jul-2018,Current,major_purchase,OH,19.102878753545482
22532, 36 months,16.7%,B,10+ years,RENT,124342,Source Verified,Jan-2016,Current,major_purchase,OH,16.693259588668624
27677, 60 months,8.4%,F,1 year,MORTGAGE,61624,Verified,Aug-2018,Current,vacation,NY,16.78125596432651
27841, 36 months,19.7%,B,9 years,RENT,43440,Not Verified,Jan-2015,Current,small_business,OH,23.481155850198714
28893, 60 months,22.3%,C,10+ years,MORTGAGE,141001,Source Verified,Aug-2018,Charged Off,debt_consolidation,IL,8.72710116667427
14907, 36 months,9.3%,B,8 years,RENT,76501,Verified,Dec-2018,Fully Paid,major_purchase,GA,22.384825483707836
9777, 36 months,6.9%,C,3 years,RENT,117333,Source Verified,Aug-2017,Charged Off,home_improvement,GA,24.953985805511767
34509, 60 months,5.5%,G,2 years,MORTGAGE,31269,Source Verified,Sep-2017,Fully Paid,car,OH,18.167262206187164
25238, 60 months,17.8%,C,6 years,MORTGAGE,37868,Verified,Jan-2016,Charged Off,medical,PA,33.59501530313502
34749, 36 months,17.1%,B,7 years,OWN,60251,Source Verified,Jun-2018,Current,small_business,TX,23.246398171387256
20338, 60 months,15.9%,C,10+ years,OWN,107909,Source Verified,Oct-2016,Fully Paid,car,PA,11.599984167098755
7491, 36 months,9.6%,A,1 year,MORTGAGE,114523,Source Verified,Jun-2016,Fully Paid,vacation,NC,19.37648772300549
32236, 36 months,12.8%,E,6 years,RENT,68729,Source Verified,Jan-2017,Fully Paid,home_improvement,TX,25.26213311405882
20328, 36 months,16.9%,C,4 years,MORTGAGE,45734,Not Verified,Jan-2015,Charged Off,home_improvement,CA,14.70887373741437
19599, 60 months,14.9%,B,10+ years,RENT,72429,Source Verified,Oct-2015,Charged Off,major_purchase,IL,7.389248188670695
24508, 36 months,24.8%,C,4 years,MORTGAGE,71337,Source Verified,Nov-2015,Current,home_improvement,PA,22.50306904132655
27075, 36 months,7.7%,C,2 years,MORTGAGE,70325,Verified,Aug-2017,Fully Paid,debt_consolidation,NY,33.4361050585904
8051, 60 months,18.9%,A,4 years,RENT,113600,Not Verified,Mar-2017,Current,vacation,GA,19.552159566895213
20979, 60 months,13.1%,D,1 year,MORTGAGE,92514,Verified,Jan-2016,Fully Paid,home_improvement,OH,32.18327241941114
21388, 60 months,13.6%,B,3 years,RENT,38433,Verified,Mar-2018,Current,major_purchase,TX,30.05070765115082
26606, 60 months,19.4%,D,5 years,RENT,143957,Verified,Dec-2018,Fully Paid,car,OH,9.4223835090195
26699, 36 months,18.8%,E,< 1 year,OWN,39111,Not Verified,Dec-2015,Fully Paid,vacation,CA,26.245097655067124
26253, 36 months,24.8%,E,9 years,RENT,133986,Verified,Nov-2015,Fully Paid,home_improvement,NC,18.063965752159355
5876, 36 months,7.6%,C,3 years,MORTGAGE,93753,Verified,Aug-2015,Current,small_business,OH,12.507389757888106
30567, 36 months,7.1%,C,5 years,RENT,143783,Verified,May-2015,Late (16-30 days),vacation,PA,25.60815067000109
28411, 60 months,19.5%,A,8 years,RENT,110583,Source Verified,Jul-2018,Fully Paid,vacation,TX,27.279821559692643
9142, 36 months,16.6%,D,10+ years,RENT,103620,Verified,Nov-2015,Fully Paid,medical,NY,10.396889562045164
20202, 36 months,10.5%,B,10+ years,RENT,51751,Not Verified,Sep-2016,Late (31-120 days),small_business,CA,32.43334046168626
11966, 60 months,6.6%,C,1 year,OWN,46453,Not Verified,Oct-2016,Fully Paid,small_business,MI,27.534417318543227
12079, 36 months,6.7%,B,10+ years,MORTGAGE,115844,Source Verified,Nov-2018,Charged Off,car,IL,33.00126497425906
12987, 36 months,22.9%,A,6 years,MORTGAGE,68968,Not Verified,Jun-2018,Fully Paid,credit_card,NC,14.512196562910729
11799, 36 months,8.8%,C,5 years,MORTGAGE,60077,Not Verified,Aug-2018,Fully Paid,medical,PA,33.18005047228961
33940, 36 months,11.5%,A,1 year,RENT,138582,Source Verified,Nov-2017,Current,small_business,IL,16.055529735151424
9465, 36 months,9.5%,D,7 years,OWN,64775,Verified,Jul-2017,Current,small_business,NY,6.619092842821752
22019, 36 months,12.1%,B,6 years,RENT,88144,Source Verified,Oct-2015,Fully Paid,credit_card,IL,27.889081661270698
18417, 60 months,6.4%,A,10+ years,RENT,78570,Verified,May-2016,Fully Paid,car,GA,26.105244322650226
23077, 60 months,15.4%,C,4 years,OWN,76097,Verified,Jan-2016,Current,medical,TX,22.937329767899975
31258, 36 months,6.4%,A,4 years,RENT,54503,Not Verified,Feb-2016,Fully Paid,small_business,IL,19.69681233152522
26136, 36 months,21.0%,B,6 years,RENT,32779,Source Verified,Sep-2018,Current,major_purchase,PA,5.964958109678942
13311, 60 months,9.7%,D,8 years,MORTGAGE,116840,Not Verified,Sep-2015,Fully Paid,car,MI,23.73791754560463
22214, 36 months,15.8%,A,10+ years,OWN,30755,Not Verified,Oct-2018,Fully Paid,medical,GA,17.50503845668381
19098, 36 months,22.6%,E,8 years,OWN,69263,Verified,Mar-2018,Late (31-120 days),small_business,GA,21.80628208222835
33251, 36 months,18.0%,A,8 years,RENT,138491,Not Verified,Jun-2015,Charged Off,small_business,IL,17.879640259029088
10177, 60 months,15.7%,B,5 years,RENT,85087,Source Verified,Jun-2016,Fully Paid,credit_card,NC,33.98168398295597
19262, 36 months,11.5%,D,9 years,MORTGAGE,72281,Not Verified,Mar-2016,Charged Off,medical,FL,23.123267034525416
30945, 60 months,11.7%,B,5 years,RENT,81482,Not Verified,Jan-2018,Fully Paid,major_purchase,NC,27.477089918074014
30316, 36 months,18.4%,A,2 years,OWN,84857,Verified,Apr-2016,Fully Paid,car,OH,33.0904084241325
13308, 60 months,24.9%,B,< 1 year,RENT,47400,Source Verified,Dec-2016,Late (16-30 days),home_improvement,PA,22.74797968750219
10949, 60 months,18.2%,B,6 years,OWN,70115,Not Verified,Nov-2018,Current,debt_consolidation,FL,5.361875534672023
24222, 36 months,16.2%,E,3 years,RENT,44249,Verified,Oct-2016,Charged Off,major_purchase,TX,6.028750349316271
6150, 60 months,19.6%,B,< 1 year,MORTGAGE,143183,Not Verified,Jul-2017,Fully Paid,home_improvement,GA,26.070153023055855
28944, 36 months,14.3%,D,7 years,MORTGAGE,76825,Source Verified,Nov-2018,Fully Paid,major_purchase,PA,13.372554084538505
6931, 60 months,6.2%,E,5 years,MORTGAGE,140361,Not Verified,Apr-2017,Fully Paid,medical,NY,22.381391820438463
14204, 36 months,16.2%,B,5 years,RENT,54600,Not Verified,Jan-2015,Fully Paid,home_improvement,OH,11.068315432720068
23048, 36 months,24.2%,F,1 year,MORTGAGE,67706,Verified,Feb-2015,Current,medical,MI,13.107466251851424
6081, 60 months,8.5%,B,< 1 year,OWN,49222,Not Verified,Oct-2018,Fully Paid,home_improvement,OH,20.139231678442258
34305, 36 months,18.8%,F,1 year,RENT,129041,Verified,Aug-2015,Current,major_purchase,PA,34.267083900682465
21896, 36 months,9.0%,A,3 years,MORTGAGE,134504,Source Verified,Jul-2015,Fully Paid,credit_card,TX,23.488114676275746
32425, 60 months,15.7%,D,1 year,RENT,71139,Not Verified,Sep-2016,Fully Paid,major_purchase,GA,33.0844431353907
18407, 36 months,6.9%,C,< 1 year,RENT,144919,Source Verified,Dec-2016,Fully Paid,medical,CA,33.781395631608426
12805, 36 months,14.0%,B,6 years,MORTGAGE,146605,Source Verified,Jun-2017,Fully Paid,major_purchase,CA,11.243299892615223
10237, 60 months,20.1%,C,10+ years,RENT,71302,Not Verified,Mar-2017,Fully Paid,vacation,PA,14.335808074068334
21943, 60 months,12.0%,D,10+ years,OWN,124684,Verified,Jun-2017,Late (16-30 days),vacation,IL,28.099768436561124
25056, 36 months,18.3%,A,7 years,RENT,117838,Source Verified,Aug-2017,Fully Paid,home_improvement,NC,31.002920068740316
17775, 36 months,20.9%,A,5 years,MORTGAGE,98159,Source Verified,Nov-2017,Late (31-120 days),vacation,OH,20.576802325685833
28788, 60 months,23.5%,D,3 years,MORTGAGE,38646,Not Verified,Apr-2018,Fully Paid,debt_consolidation,TX,34.79678201841648
21244, 60 months,9.7%,D,5 years,MORTGAGE,43543,Not Verified,Oct-2016,Late (16-30 days),home_improvement,OH,5.347165962658108
18184, 36 months,13.0%,F,2 years,RENT,124496,Not Verified,Sep-2016,Fully Paid,vacation,NY,13.987779667556469
8343, 60 months,8.0%,D,7 years,RENT,52785,Not Verified,Feb-2017,Late (31-120 days),small_business,CA,23.694852612337396
18500, 36 months,24.8%,F,9 years,OWN,108353,Not Verified,Feb-2016,Fully Paid,major_purchase,GA,19.078697328124484
25454, 36 months,23.5%,D,1 year,RENT,61406,Not Verified,Apr-2015,Current,car,NY,8.498088992864023
34375, 36 months,15.8%,B,4 years,RENT,118992,Verified,Aug-2016,Late (31-120 days),major_purchase,GA,16.033612564416906
14662, 36 months,21.8%,A,< 1 year,OWN,81428,Source Verified,Aug-2018,Fully Paid,vacation,OH,5.763414298851171
21964, 36 months,15.4%,D,5 years,OWN,53777,Verified,Feb-2017,Fully Paid,credit_card,TX,24.282381382258382
20125, 60 months,17.5%,C,1 year,MORTGAGE,87939,Verified,Oct-2017,Fully Paid,medical,CA,31.782276289890657
28388, 60 months,6.8%,A,3 years,RENT,83026,Not Verified,Jun-2016,Late (31-120 days),car,OH,31.546223713503768
31870, 60 months,20.1%,B,5 years,RENT,116450,Source Verified,Oct-2015,Fully Paid,home_improvement,CA,25.986334212966394
13130, 60 months,7.6%,F,9 years,RENT,59553,Verified,Nov-2015,Fully Paid,credit_card,PA,18.97310586493783
24531, 36 months,21.5%,C,10+ years,MORTGAGE,53548,Not Verified,Feb-2018,Fully Paid,major_purchase,MI,20.360948560744692
25633, 36 months,20.6%,B,7 years,MORTGAGE,93221,Not Verified,Jan-2017,Fully Paid,vacation,MI,9.107564719869888
6679, 36 months,19.2%,C,7 years,MORTGAGE,67265,Source Verified,Feb-2015,Current,home_improvement,GA,15.230512793576091
8506, 36 months,5.7%,B,10+ years,MORTGAGE,70701,Verified,Apr-2015,Fully Paid,home_improvement,OH,10.631842264948208
18284, 60 months,11.1%,B,5 years,OWN,81287,Verified,Jul-2015,Charged Off,small_business,FL,29.636006100498637
12253, 36 months,10.3%,B,3 years,OWN,36727,Verified,Aug-2018,Late (31-120 days),small_business,CA,32.44261704013879
24128, 36 months,12.2%,A,7 years,RENT,140460,Not Verified,Dec-2016,Fully Paid,vacation,CA,21.10769784260351
32932, 60 months,6.8%,D,7 years,OWN,80717,Source Verified,Apr-2016,Charged Off,vacation,FL,26.83292121538832
33621, 60 months,23.7%,B,9 years,OWN,62427,Source Verified,Jan-2016,Fully Paid,debt_consolidation,IL,8.643943127213824
14435, 60 months,16.1%,E,< 1 year,OWN,46692,Verified,Jan-2018,Charged Off,small_business,OH,23.25603929831715
26572, 60 months,11.1%,E,3 years,MORTGAGE,61625,Not Verified,Apr-2015,Fully Paid,medical,FL,26.08373064133538
16310, 36 months,12.9%,B,3 years,MORTGAGE,54918,Verified,Nov-2018,Current,car,MI,18.583043885342022
18296, 36 months,13.9%,D,6 years,MORTGAGE,136931,Source Verified,Dec-2017,Fully Paid,home_improvement,CA,12.298192534120957
23525, 60 months,17.0%,C,10+ years,MORTGAGE,71136,Not Verified,Jul-2015,Fully Paid,small_business,MI,31.321235616241744
18245, 36 months,15.3%,E,6 years,MORTGAGE,144826,Verified,Aug-2015,Fully Paid,vacation,OH,27.28726159861167
32635, 36 months,23.4%,B,10+ years,RENT,144881,Verified,Aug-2016,Fully Paid,debt_consolidation,TX,31.99571845547585
34124, 36 months,14.9%,D,7 years,RENT,82409,Not Verified,Oct-2016,Current,vacation,TX,29.552079424934703
34899, 60 months,24.8%,C,10+ years,MORTGAGE,45577,Source Verified,Jun-2016,Fully Paid,vacation,GA,34.71123288736588
16151, 36 months,22.0%,B,4 years,MORTGAGE,115155,Not Verified,Jan-2015,Charged Off,vacation,MI,10.76518199643347
15457, 60 months,9.2%,A,6 years,RENT,141776,Verified,Nov-2017,Fully Paid,major_purchase,MI,7.6024330341192226
28001, 36 months,23.6%,D,7 years,MORTGAGE,129246,Verified,Mar-2017,Charged Off,car,MI,15.110083740117755
7479, 36 months,7.3%,D,8 years,RENT,132924,Verified,May-2015,Fully Paid,small_business,IL,8.870125250697766
27868, 36 months,21.3%,B,2 years,RENT,111731,Verified,Oct-2016,Fully Paid,home_improvement,MI,20.69390338718673
34222, 60 months,12.6%,C,2 years,MORTGAGE,57689,Source Verified,Jul-2016,Fully Paid,major_purchase,TX,23.990867162232274
31211, 36 months,22.6%,B,3 years,RENT,41154,Source Verified,Dec-2015,Current,vacation,IL,22.34865845520211
34984, 60 months,22.4%,D,4 years,RENT,134657,Verified,Nov-2017,Fully Paid,medical,GA,12.777204061708105
28805, 60 months,21.1%,A,9 years,RENT,124948,Source Verified,Apr-2016,Current,home_improvement,PA,32.264720929063905
31333, 60 months,20.8%,E,< 1 year,MORTGAGE,51341,Source Verified,Nov-2016,Current,major_purchase,NY,5.635170912061353
9452, 36 months,11.1%,B,6 years,OWN,127554,Source Verified,Dec-2017,Fully Paid,medical,GA,15.440400612904789
31646, 36 months,6.6%,B,8 years,MORTGAGE,104681,Verified,Oct-2016,Charged Off,medical,NC,26.56977426194183
10881, 36 months,13.1%,A,7 years,OWN,137798,Not Verified,Oct-2018,Fully Paid,car,IL,28.007867790474783
28049, 36 months,8.5%,A,4 years,RENT,76330,Not Verified,Oct-2017,Fully Paid,home_improvement,TX,17.4835563329558
19069, 60 months,18.9%,C,3 years,MORTGAGE,148069,Not Verified,Jan-2018,Current,small_business,TX,5.5072943976910125
7849, 60 months,11.9%,B,6 years,RENT,117759,Verified,Oct-2016,Charged Off,small_business,OH,23.541310373712122
32827, 60 months,24.5%,E,4 years,MORTGAGE,98416,Source Verified,Feb-2015,Charged Off,debt_consolidation,CA,6.892840435496471
12390, 36 months,17.8%,A,6 years,OWN,116807,Source Verified,Aug-2017,Fully Paid,major_purchase,MI,8.235673284605435
28289, 60 months,21.4%,B,< 1 year,MORTGAGE,63313,Verified,Jul-2018,Fully Paid,debt_consolidation,TX,24.5075215893857
16922, 36 months,7.7%,B,< 1 year,RENT,76900,Verified,Nov-2015,Fully Paid,credit_card,MI,14.374649784285644
7489, 60 months,22.2%,A,9 years,OWN,108840,Not Verified,Jun-2016,Current,small_business,FL,15.440904581247587
14823, 36 months,23.5%,A,2 years,RENT,64695,Not Verified,Jan-2015,Fully Paid,major_purchase,CA,19.604212309497303
32392, 36 months,14.7%,B,10+ years,RENT,60225,Verified,Sep-2018,Current,car,FL,34.35735184578122
14207, 60 months,17.1%,C,1 year,MORTGAGE,116072,Not Verified,May-2017,Fully Paid,debt_consolidation,MI,33.96326662216131
14540, 60 months,20.3%,B,1 year,RENT,126367,Source Verified,Apr-2018,Fully Paid,car,IL,17.487829980802253
21364, 60 months,8.5%,C,6 years,OWN,79156,Verified,Aug-2015,Fully Paid,car,NC,12.964976516548465
9611, 60 months,15.1%,C,9 years,RENT,107209,Verified,Apr-2015,Fully Paid,vacation,CA,14.077764579923473
32663, 36 months,13.0%,A,1 year,RENT,117453,Source Verified,Sep-2018,Fully Paid,vacation,IL,13.063438944848123
24223, 60 months,7.9%,C,10+ years,MORTGAGE,57829,Source Verified,Jun-2016,Current,car,TX,20.96737421425342
29911, 60 months,12.4%,F,3 years,OWN,110908,Source Verified,Dec-2016,Current,debt_consolidation,NC,23.205794234027856
10878, 60 months,6.4%,C,1 year,MORTGAGE,55938,Not Verified,Nov-2017,Fully Paid,vacation,PA,19.66338164688998
34168, 36 months,5.5%,D,5 years,MORTGAGE,89164,Verified,Sep-2016,Fully Paid,credit_card,TX,17.23983086744457
21347, 36 months,7.7%,B,7 years,MORTGAGE,84530,Not Verified,Mar-2018,Fully Paid,medical,NY,11.338551127098134
30471, 60 months,24.3%,D,9 years,RENT,98199,Source Verified,Jul-2018,Current,medical,GA,19.4751677414634
27687, 36 months,16.0%,D,3 years,MORTGAGE,90282,Not Verified,May-2018,Fully Paid,vacation,CA,15.233081414073741
33122, 60 months,24.3%,C,4 years,MORTGAGE,77801,Source Verified,Jan-2017,Late (31-120 days),debt_consolidation,NY,21.247863883950288
5851, 36 months,13.6%,G,3 years,MORTGAGE,39465,Not Verified,May-2017,Fully Paid,medical,MI,25.255682465348716
23071, 36 months,11.2%,A,2 years,OWN,33326,Not Verified,Mar-2016,Fully Paid,home_improvement,CA,23.999365233098317
31507, 36 months,15.1%,A,4 years,MORTGAGE,33659,Source Verified,May-2015,Late (31-120 days),medical,GA,18.874706312167802
11833, 36 months,13.8%,D,8 years,MORTGAGE,90289,Not Verified,Jan-2018,Fully Paid,small_business,CA,21.681572728398827
